Name,Min_CPU_Cores,Recom_CPU_Cores,Min_CPU_TDP,Recom_CPU_TDP,Min_GPU_Memory(MB),Recom_GPU_Memory(MB),Min_GPU_Memory_Clock(MHz),Recom_GPU_Memory_Clock(MHz),Min_RAM,Min_Ram(GB),Recom_RAM,Recom_RAM(GB),Min_OS,Recom_OS,Min_Storage,Min_Storage(GB),Recom_Storage,Recom_Storage(GB),Release_Date
Luxuria Superbia,1,2,65.5,55,320,640,550,725,0MB,0,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2013-11-05
Shake Your Money Simulator 2016,1,2,66.5,65,320,640,550,725,0MB,0,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0,#VALUE!,2016-03-18
Sins of a Solar Empire: Entrenchment,1,2,66.5,65,192,384,337.5,550,0MB,0,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2009-02-25
Sound of Drop - fall into poison,1,1,65.5,74,320,256,550,705,0MB,0,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0,#VALUE!,2015-10-30
XIII: Lost Identity,1,1,42,77,128,384,133,750,0MB,0,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,5 GB,5 ,2011-11-30
WazHack,1,2,28.5,112.5,320,384,550,815,0MB,0,2 GB,2 ,Windows XP 32-bit,Windows 7 64-bit,0MB,0,0MB,0,2014-02-17
Fading Hearts,1,2,65.5,65,320,640,550,725,0MB,0,2 GB,2 ,Windows 7 32-bit,Windows 7 32-bit,0MB,0,1 GB,1 ,2009-11-11
Absolute Drift,2,3,65,90,320,640,550,725,0MB,0,2 GB,2 ,Windows XP 32-bit,Windows 7 32-bit,0MB,0,0MB,0,2015-07-25
Juicy Memory Card,2,4,65,85,768,768,899,899,0MB,0,2 GB,2 ,Windows XP 32-bit,Windows 10 64-bit,0MB,0,0MB,0,2020-07-01
Robo Terror,2,4,65,85,512,512,583.5,583.5,0MB,0,2 GB,2 ,Windows XP 32-bit,Windows 10 64-bit,0MB,0,0MB,0,2020-07-02
Unicorn Dream,2,4,65,85,512,512,583.5,583.5,0MB,0,2 GB,2 ,Windows XP 32-bit,Windows 10 64-bit,0MB,0,0MB,0,2020-07-03
World Puzzle,2,4,65,85,512,512,583.5,583.5,0MB,0,2 GB,2 ,Windows XP 32-bit,Windows 10 64-bit,0MB,0,0MB,0,2020-07-02
Brawlhalla,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows Vista 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2017-10-17
4:00 PM,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-07-09
140,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2013-10-16
1849,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-05-08
3089,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-01-10
000 Plus,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2015-02-10
10 Second Ninja,1,2,64.5,65,256,640,600,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-03-05
10 Second Ninja X,1,2,64.5,65,256,640,600,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2016-07-19
10 Years After,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2015-01-30
18 Wheels of Steel: Extreme Trucker 2,1,2,63,65,192,320,412.5,750,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,1 GB,1 ,2011-01-06
4089: Ghost Within,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2015-01-09
6180 the moon,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2013-03-09
8 Kingdoms,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2007-02-22
80 Days,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2015-09-29
8BitBoy,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-05-06
99 Spirits,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2013-05-31
A Dead Worlds Dream,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2015-01-15
A Stroke of Madness,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2015-02-14
A wild new world,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2015-03-01
A.V.,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2015-02-13
Aaron Crane: Paintings Come Alive,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2012-03-27
Abalone,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-04-23
Abomination Tower,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-10-24
Adraiel: Unchained,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-06-17
Adventurer,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-12-11
Adventurer Manager,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-12-04
Aerena - Class of Champions,1,2,64,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2013-10-17
Agarest: Generations of War 2,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2015-02-19
Agricultural Simulator 2012,1,2,67.5,65,256,512,680,850,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,1 GB,1 ,2011-11-25
Airline Tycoon 2 Honey Airlines,1.5,2,98.5,65,256,640,700,1013,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2012-06-14
Airline Tycoon 2: Falcon Lines,1.5,2,98.5,65,256,640,700,1013,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2012-05-31
Airship Dragoon,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-08-26
Akuatica,1,1,67.5,68.5,192,256,362.5,750,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2015-11-09
Alphadia,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2015-01-12
Always Remember Me,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2011-04-17
Amazing Frog,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-11-20
Among Ripples,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2015-01-22
Anastasiya,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2015-02-14
Angels Fall First,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2015-10-01
Angels That Kill,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2015-11-25
Angry Video Game Nerd Adventures,1,2,65.5,65,320,256,550,450,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2013-09-20
AnimalAlbum,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2015-03-03
Anomaly Defenders,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-05-29
Another Perspective,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-08-08
Anoxemia,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2015-01-16
Antisquad,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-10-31
Apollo4X,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2015-03-01
Aqua Kitty: Milk Mine Defender,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-02-03
Arcadecraft,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-05-22
Arma II: British Armed Forces,2,2,97.5,77,256,512,650,946.5,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2010-08-26
Arma Tactics,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2013-10-01
Ascent,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-05-03
Astray,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2015-02-03
Astro Emporia,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2013-07-07
Atajrubah,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-11-27
Atarjrubah,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-11-27
Atmospug The Cloud Jumping Dog,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-07-15
Avernum 2: Crystal Souls,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2015-01-14
Aveyond: The Lost Orb,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2015-01-16
Avoid: Sensory Overload,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-08-08
Aware,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2015-02-18
AX:EL,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-09-24
Baby Fights,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2015-02-20
Back to Life 2,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-05-06
Back to Life 3,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-12-16
Backstage Press,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2014-05-30
Bad Bots,2,2,65,80,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2013-05-17
Ball of Doom,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2008-11-22
Ballpoint Universe: Infinite,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2013-12-17
BANZAI PECAN: The Last Hope For The Young Century,1,2,65.5,65,320,640,550,725,1 GB,1 ,2 GB,2 ,Windows XP 32-bit,Windows XP 32-bit,0MB,0,0MB,0,2012-08-02
