Name,Min_CPU_Cores,Recom_CPU_Cores,Min_CPU_TDP,Recom_CPU_TDP,Min_GPU_Memory(MB),Recom_GPU_Memory(MB),Min_GPU_Memory_Clock(MHz),Recom_GPU_Memory_Clock(MHz),Min_RAM,Min_Ram(GB),Recom_RAM,Recom_RAM(GB),Min_OS,Recom_OS,Min_Storage,Min_Storage(GB),Recom_Storage,Recom_Storage(GB),Release_Date
Commander: The Great War,1,1,57.5,70.5,128,384,133,375,0MB,0,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2012-06-28
Constantine,1,1,70.5,63.5,128,128,600,400,0MB,0,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2005-02-15
Counter-Strike: Source,1,1,63.5,73.5,192,128,366.5,525,0MB,0,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2004-11-01
Silent Storm,1,1,61,61,64,192,300,225,0MB,0,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2004-01-20
The Banner Saga,1,2,65.5,65,320,384,550,700,0MB,0,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2014-01-14
The Secret Files 3,1,1,65.5,73.5,256,640,387.5,750,0MB,0,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2012-09-14
Whirlwind of Vietnam,1,1,67.5,68,128,384,437.5,450,0MB,0,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2007-04-12
Zombie Driver HD,1,2,59,65,128,256,750,700,0MB,0,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2012-10-17
Grand Fantasia,1,1,64,67,128,384,300,325,0MB,0,1 GB,1 ,Windows 98,Windows Vista 32-bit,2 GB,2 ,2 GB,2 ,2009-11-06
Rugby 08,1,1,53.5,52.5,64,128,283,260,0MB,0,1 GB,1 ,Windows XP 32-bit,Windows Vista 32-bit,2 GB,2 ,2 GB,2 ,2007-07-25
Club Manager 2016,1,2,47.5,65,80,128,283,175,0MB,0,1 GB,1 ,Windows 7 32-bit,Windows 7 64-bit,2 GB,2 ,2 GB,2 ,2015-11-19
Counter-Strike Nexon: Zombies,1,1,64,74,128,192,311,304,0MB,0,1 GB,1 ,Windows XP 32-bit,Windows 7 32-bit,2 GB,2 ,3 GB,3 ,2014-10-07
The Legend of Heroes: Trails in the Sky,1,2,15.5,65,128,256,200,362.5,0MB,0,1 GB,1 ,Windows XP 32-bit,Windows 7 32-bit,2 GB,2 ,3 GB,3 ,2014-07-29
Knight Online,1,1,25,60.5,128,192,133,266.5,0MB,0,1 GB,1 ,Windows 2000,Windows 2000,2 GB,2 ,2 GB,2 ,2016-01-26
Brick-Force,1,1,65.5,84.5,384,192,350,712.5,1 GB,1 ,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2012-03-01
Dear Esther,1,2,69.5,65,128,256,237.5,750,1 GB,1 ,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2012-02-14
Dear Esther: Landmark Edition,1,2,69.5,65,128,256,237.5,750,1 GB,1 ,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2016-09-20
Eden Eternal,1,1,61,68,128,192,100,437.5,1 GB,1 ,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2011-06-16
Family Guy Online,1,1.5,61,70,256,384,350,740,1 GB,1 ,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2012-06-01
Insanely Twisted Shadow Planet,1,1.5,62,87.5,192,1024,200,790,1 GB,1 ,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2012-04-17
Sideway New York,1,1,78.5,78.5,256,256,890,890,1 GB,1 ,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 ,1.5 GB,1.5 ,2011-11-15
The Lord Of The Rings Online: Helms Deep,1,1,57.5,79.5,256,256,600,700,1 GB,1 ,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2013-11-18
The Lord of the Rings Online: Riders of Rohan,1,1,57.5,68,256,192,600,715,1 GB,1 ,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2012-10-15
The Lord of the Rings Online: Shadows of Angmar,1,1,57.5,79.5,256,256,600,700,1 GB,1 ,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2007-04-24
Traffic Manager,1,2,99.5,65,128,768,137.5,795,1 GB,1 ,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2011-06-03
Paranoia: Deliver Me,2,4,65,85,256,384,600,865,1 GB,1 ,1 GB,1 ,Windows 7 32-bit,Windows 10 64-bit,2 GB,2 ,2 GB,2 ,2020-04-29
Wintermoor Tactics Club,2,3,65,65,1536,1536,950,950,1 GB,1 ,1 GB,1 ,Windows 7 32-bit,Windows 10 64-bit,2 GB,2 ,2 GB,2 ,2020-05-05
Nine Witches: Family Disruption,5,3,95,71,768,768,899,899,1 GB,1 ,1 GB,1 ,Windows 7 64-bit,Windows 10 64-bit,2 GB,2 ,2 GB,2 ,2020-12-04
Devil May Cry 3 SE,1,1,44,65.5,128,320,475,940,0MB,0,0MB,0,Windows 2000,Windows XP 32-bit,2 GB,2 ,4.7 GB,4.7 ,2006-09-29
Secret Files: Tunguska,1,1,14.5,56,8,64,127.5,266,0MB,0,0MB,0,Windows 2000,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2006-09-29
Command & Conquer: Generals,1,1,42,66.5,0,128,0,200,0MB,0,0MB,0,Windows 98,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2003-02-10
Need for Speed: Underground,1,1,42,62.5,80,256,249.5,400,0MB,0,0MB,0,Windows 98,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2003-11-28
Need for Speed: Underground 2,1,1,42,63.5,128,128,133,362.5,0MB,0,0MB,0,Windows 98,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2004-11-19
Battlefield 2142,1,1,76.5,73.5,192,256,260,325,0MB,0,0MB,0,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 ,4 GB,4 ,2006-10-20
Swat 4,1,1,53.5,99.5,128,128,133,437.5,0MB,0,0MB,0,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2005-04-05
Tom Clancys Ghost Recon: Island Thunder,1,1,143,63,8,192,127.5,133,0MB,0,0MB,0,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2003-09-05
TrackMania Nations Forever,1,1,62,65,0,0,166.5,600,0MB,0,0MB,0,Windows XP 32-bit,Windows XP 32-bit,2 GB,2 ,2 GB,2 ,2008-04-15
Wizardry 8,1,1,31.5,110.5,8,24,127.5,148,0MB,0,0MB,0,Windows XP 32-bit,Windows 7 32-bit,2 GB,2 ,2 GB,2 ,2001-11-15
Star Wars: Republic Commando,1,1,44,66.5,0,256,200,225,0MB,0,0MB,0,Windows 98,Windows 2000,2 GB,2 ,2 GB,2 ,2005-03-04
Tales of Pirates 2,1,1,14.5,61,8,128,127.5,200,0MB,0,0MB,0,Windows 98,Windows 2000,2 GB,2 ,3 GB,3 ,2010-05-06
Combat Arms: The Classic,1,1,53.5,57.5,64,64,266.5,266.5,0MB,0,0MB,0,Windows 2000,Windows 10 64-bit,2 GB,2 ,2 GB,2 ,2020-07-14
World of Warships,3,4,95,65,768,1024,950,1075,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,19.5 GB,19.5 ,19.5 GB,19.5 ,2015-09-17
WRC 7: FIA World Rally Championship,2.5,6,60,110,512,3584,1125,1376,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 8 64-bit,19 GB,19 ,19 GB,19 ,2017-09-15
V-Rally 4,3,5,50,71,1024,3584,850,1376,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,19 GB,19 ,19 GB,19 ,2018-09-25
Everreach: Project Eden,4,5,74.5,65,2048,4096,1351,1751.5,6 GB,6 ,8 GB,8 ,Windows 10 64-bit,Windows 7 64-bit,19 GB,19 ,19 GB,19 ,2019-12-04
SENRAN KAGURA ESTIVAL VERSUS,3,4,84,65,1024,2048,1051,1576.5,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,19 GB,19 ,19 GB,19 ,2017-03-17
Ghostship Chronicles,4,4,74.5,74.5,4096,7168,1751.5,2001,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,19 GB,19 ,21 GB,21 ,2020-11-17
WRC 8: FIA World Rally Championship,3,5,95,65,2048,3584,1225,1876,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,19 GB,19 ,19 GB,19 ,2019-09-05
World of Warplanes,1,2,75.5,65,256,640,775,840,2 GB,2 ,3 GB,3 ,Windows 7 32-bit,Windows 8 64-bit,19 GB,19 ,30 GB,30 ,2013-11-13
Destroy All Humans! Remake,3,4,74.5,65,4096,5120,1751,1876,8 GB,8 ,16 GB,16 ,Windows 10 64-bit,Windows 10 64-bit,19 GB,19 ,19 GB,19 ,2020-07-28
Sonic Forces,3,6,60,86,2048,2048,1375,1564,4 GB,4 ,8 GB,8 ,Windows 7 32-bit,Windows 7 64-bit,18 GB,18 ,18 GB,18 ,2017-11-07
Lego: Marvel Super Heroes 2,4,6,80,104.5,1024,1280,1101,962,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,18 GB,18 ,18 GB,18 ,2017-11-14
Lego: The Incredibles,4,6,80,104.5,1024,1280,1101,962,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,18 GB,18 ,18 GB,18 ,2018-07-13
MidKnight Story,6,6,110,101,2560,4096,1438.5,1501.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,18 GB,18 ,18 GB,18 ,2021-10-01
Nascar Heat 4,3,6,84,95,1024,7168,1050,1750,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,18 GB,18 ,18 GB,18 ,2019-09-13
Nascar Heat 5,3,6,84,95,1024,7168,1050,1750,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,18 GB,18 ,18 GB,18 ,2020-07-10
the butterfly sign,3,5,74.5,65,1536,2560,1313.5,1501,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,18 GB,18 ,18 GB,18 ,2016-12-13
TT Isle of Man - Ride on the Edge 2,5,6,110,101,1536,3584,1050,1376,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,18 GB,18 ,18 GB,18 ,2020-03-19
Emergency 2016,4,4,85,95,1024,2560,1012.5,1376,6 GB,6 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,18 GB,18 ,18 GB,18 ,2015-10-16
Infra,2,2.5,65,65,128,768,255,899,4 GB,4 ,6 GB,6 ,Windows XP 32-bit,Windows 10 64-bit,18 GB,18 ,18 GB,18 ,2016-01-16
MotoGP 14,2,4,72.5,115,1024,3584,951,1376,2 GB,2 ,4 GB,4 ,Windows 7 64-bit,Windows 7 64-bit,18 GB,18 ,18 GB,18 ,2014-06-20
Need for Speed: The Run,2,4,80,112.5,512,2048,500.5,1250,2 GB,2 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,18 GB,18 ,18 GB,18 ,2011-11-18
Rogue Trooper Redux,2,3.5,97.5,95,512,1024,963,1037.5,2 GB,2 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,18 GB,18 ,18 GB,18 ,2017-10-17
Sniper Elite 3,2,3.5,97.5,95,512,1024,963,1037.5,2 GB,2 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,18 GB,18 ,18 GB,18 ,2014-06-27
Sniper Elite 3 - Save Churchill Part 1: In Shadows,2,3.5,97.5,95,512,1024,963,1037.5,2 GB,2 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,18 GB,18 ,18 GB,18 ,2014-07-17
Sniper Elite 3 - Save Churchill Part 2: Belly of the Beast,2,3.5,97.5,95,512,1024,963,1037.5,2 GB,2 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,18 GB,18 ,18 GB,18 ,2014-08-21
Sniper Elite 3 - Save Churchill Part 3: Confrontation,2,3.5,97.5,95,512,1024,963,1037.5,2 GB,2 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,18 GB,18 ,18 GB,18 ,2014-09-18
Sniper Elite 3 - Target Hitler: Hunt the Grey Wolf,2,3.5,97.5,95,512,1024,963,1037.5,2 GB,2 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,18 GB,18 ,18 GB,18 ,2014-06-27
Zombie Army Trilogy,2,3.5,65,95,1024,1024,1050,1037.5,2 GB,2 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,18 GB,18 ,18 GB,18 ,2015-03-06
Batman: Arkham City,2,3,65,55,384,896,595,975,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,18 GB,18 ,18 GB,18 ,2011-11-25
XCOM: Chimera Squad,4,4,85,65,1024,4096,1187.5,1501.5,4 GB,4 ,4 GB,4 ,Windows 7 64-bit,Windows 7 64-bit,18 GB,18 ,18 GB,18 ,2020-04-24
Lego City Undercover,4,5,80,112.5,1024,2048,1001,1351,4 GB,4 ,4 GB,4 ,Windows 7 64-bit,Windows 10 64-bit,18 GB,18 ,18 GB,18 ,2017-04-04
THE WEST,2,4,65,115,640,512,850,1063,2 GB,2 ,3 GB,3 ,Windows XP 32-bit,Windows XP 32-bit,18 GB,18 ,18 GB,18 ,2012-10-10
Wolcen: Lords of Mayhem,4,6,65,94.5,1024,2560,1001,1563.5,4 GB,4 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,18 GB,18 ,18 GB,18 ,2020-02-13
"Warhammer 40,000: Chaos Gate - Daemonhunters",6,6,104.5,65,2560,7168,1626,2001,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 7 64-bit,18 GB,18 ,18 GB,18 ,2022-05-05
L.A. Noire: The VR Case Files,5,5,89.5,93,8192,8192,1251,875.5,8 GB,8 ,16 GB,16 ,Windows 8 64-bit,Windows 10 64-bit,18 GB,18 ,18 GB,18 ,2017-12-15
Turok,1,1.5,30,87.5,256,384,262.5,950,1 GB,1 ,1 GB,1 ,Windows XP 32-bit,Windows XP 32-bit,18 GB,18 ,18 GB,18 ,2008-06-13
Call of Duty: Modern Warfare 2 (2022),4,6,74.5,65,2560,6144,1376,1625,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,175 GB,175 ,175 GB,175 ,2022-10-28
Call of Duty Warzone,4,5,74.5,95,2560,5120,1376,1875.5,8 GB,8 ,12 GB,12 ,Windows 7 64-bit,Windows 10 64-bit,175 GB,175 ,175 GB,175 ,2020-03-10
Call of Duty: Black Ops,4,5,74.5,95,2560,5120,1376,1875.5,8 GB,8 ,12 GB,12 ,Windows 7 64-bit,Windows 10 64-bit,175 GB,175 ,175 GB,175 ,2020-11-13
Call of Duty: Black Ops Cold War,4,5,74.5,95,2560,6144,1376,1626.5,8 GB,8 ,12 GB,12 ,Windows 7 64-bit,Windows 10 64-bit,175 GB,175 ,175 GB,175 ,2020-11-13
Call of Duty: Modern Warfare,4,5,74.5,95,2560,5120,1376,1875.5,8 GB,8 ,12 GB,12 ,Windows 7 64-bit,Windows 10 64-bit,175 GB,175 ,175 GB,175 ,2019-10-25
Zoroastra,4,6,59.5,80,2048,8192,1451,2001,2 GB,2 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,17 GB,17 ,17 GB,17 ,2025-04-03
Hunting Simulator 2,2.5,3,74.5,56,1024,7168,1063.5,2001,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,17 GB,17 ,17 GB,17 ,2020-07-16
Jump Force,4,4,95,65,2560,5120,1376,1251,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,17 GB,17 ,17 GB,17 ,2019-02-15
Atelier Ayesha: The Alchemist of Dusk DX,3,6,65,110,2048,2048,1351,1564,4 GB,4 ,8 GB,8 ,Windows 8 64-bit,Windows 10 64-bit,17 GB,17 ,17 GB,17 ,2020-01-14
Atelier Escha & Logy: Alchemists of the Dusk Sky DX,3,6,65,110,2048,2048,1351,1564,4 GB,4 ,8 GB,8 ,Windows 8 64-bit,Windows 10 64-bit,17 GB,17 ,17 GB,17 ,2020-01-14
Atelier Shallie: Alchemists of the Dusk Sea DX,3,6,65,110,2048,2048,1351,1564,4 GB,4 ,8 GB,8 ,Windows 8 64-bit,Windows 10 64-bit,17 GB,17 ,17 GB,17 ,2020-01-14
Toukiden 2,6,6,110,110,1024,2048,850,1451,3 GB,3 ,5 GB,5 ,Windows 7 64-bit,Windows 10 64-bit,17 GB,17 ,17 GB,17 ,2017-03-24
Overgrowth,2,4,45,95,384,768,650,1026,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows XP 32-bit,17 GB,17 ,17 GB,17 ,2017-10-16
Primal Carnage,2,2,65,80,384,768,865,947.5,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows XP 32-bit,17 GB,17 ,17 GB,17 ,2012-10-29
Take On Helicopters,2,3,65,84,512,960,946.5,1099.5,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows Vista 64-bit,17 GB,17 ,17 GB,17 ,2011-10-27
Assassins Creed 3,2,4,77,100,512,704,913,1099.5,2 GB,2 ,4 GB,4 ,Windows Vista 32-bit,Windows 7 64-bit,17 GB,17 ,17 GB,17 ,2012-11-23
Accident,2,3,65,65,1664,1664,1106,1106,4 GB,4 ,4 GB,4 ,Windows Vista 64-bit,Windows 10 64-bit,17 GB,17 ,17 GB,17 ,2020-10-14
Monster Energy Supercross - The Official Videogame 4,4,5,74.5,65,2048,7168,1451,2001,8 GB,8 ,16 GB,16 ,Windows 10 64-bit,Windows 10 64-bit,17 GB,17 ,17 GB,17 ,2021-03-11
Westworld Awakening,6,4,95,74.5,4096,8192,1751.5,1251,8 GB,8 ,16 GB,16 ,Windows 10 64-bit,Windows 10 64-bit,17 GB,17 ,17 GB,17 ,2019-08-20
Britannic: Patroness of the Mediterranean,4,6,80,65,1024,4096,979,1751.5,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,17 GB,17 ,17 GB,17 ,2020-06-19
Doom VFR,6,5,104.5,93,6144,8192,1876,875.5,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,17 GB,17 ,17 GB,17 ,2017-12-01
Formula Fusion,4,6,65,104.5,1472,4096,1249.5,1501.5,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,17 GB,17 ,17 GB,17 ,2017-06-01
Pacer,4,6,65,104.5,2048,4096,1200,1501.5,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,17 GB,17 ,17 GB,17 ,2020-09-17
LA Noire,2,4,65,112.5,512,1280,915,1001,2 GB,2 ,8 GB,8 ,Windows XP 32-bit,Windows XP 64-bit,16 GB,16 ,16 GB,16 ,2011-11-11
Lost Planet 3,2,4,65,100,512,1024,850,950,3 GB,3 ,8 GB,8 ,Windows XP 32-bit,Windows 7 64-bit,16 GB,16 ,16 GB,16 ,2013-08-30
Motorsport Manager,2,5,65,86,384,2048,655,1351,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 7 64-bit,16 GB,16 ,16 GB,16 ,2016-09-30
Super Mega Baseball 3,2,6,65,89.5,1024,3072,1237.5,1751.5,4 GB,4 ,8 GB,8 ,Windows 10 64-bit,Windows 10 64-bit,16 GB,16 ,16 GB,16 ,2020-05-13
Atom RPG Trudograd,2,6,65,89.5,1536,5120,1251,1875.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,16 GB,16 ,16 GB,16 ,2020-05-11
Blair Witch,3,5,60,65,2048,8192,1375,2001,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,16 GB,16 ,16 GB,16 ,2019-08-30
Doctor Who: The Lonely Assassins,4,6,82.5,65,384,7168,450,2001,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,16 GB,16 ,16 GB,16 ,2021-03-19
Project Wingman,5,6,110,110,2048,6144,1451,1626.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,16 GB,16 ,16 GB,16 ,2020-12-02
Simulacra 2,4,4,81,74.5,384,7168,600,2001,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,16 GB,16 ,16 GB,16 ,2020-01-16
Trine 4: The Nightmare Prince,2.5,6,60,104.5,768,2560,1100.5,1501.5,4 GB,4 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,16 GB,16 ,16 GB,16 ,2019-10-08
Fractured Space,2,3,77,69,1024,2048,850,1487.5,4 GB,4 ,8 GB,8 ,Windows 8 32-bit,Windows 10 64-bit,16 GB,16 ,16 GB,16 ,2016-09-22
Adventure In Aellion,4,4,74.5,74.5,2048,6144,1451,1876.5,8 GB,8 ,8 GB,8 ,Windows 7 64-bit,Windows 10 64-bit,16 GB,16 ,16 GB,16 ,2020-08-27
The Witcher II,2,4,65,110,320,704,815,996,1 GB,1 ,4 GB,4 ,Windows XP 32-bit,Windows XP 32-bit,16 GB,16 ,19 GB,19 ,2011-05-17
World of Tanks,2,4,65,101,1792,2048,850,1351,1.5 GB,1.5 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,16 GB,16 ,30 GB,30 ,2011-04-12
Resident Evil 6,2,4,65,110,384,1024,865,1000.5,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows XP 32-bit,16 GB,16 ,16 GB,16 ,2013-03-22
Ace Combat: Assault Horizon,2,4,65,110,384,384,865,865,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows Vista 64-bit,16 GB,16 ,20 GB,20 ,2013-01-25
Onimusha: Warlords,2,4,65,110,960,1536,1024.5,1125.5,2 GB,2 ,4 GB,4 ,Windows 7 32-bit,Windows 7 64-bit,16 GB,16 ,20 GB,20 ,2001-06-01
Resident Evil HD,2,4,65,110,960,1536,1024.5,1125.5,2 GB,2 ,4 GB,4 ,Windows 7 32-bit,Windows 7 64-bit,16 GB,16 ,20 GB,20 ,2015-01-20
Ultimate Marvel vs Capcom 3,2.5,4,80,85,960,1024,1024.5,1250.5,2 GB,2 ,4 GB,4 ,Windows 7 32-bit,Windows 7 64-bit,16 GB,16 ,16 GB,16 ,2017-03-07
Arctic Combat,1,2,74,95,384,512,750,1013,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 64-bit,16 GB,16 ,16 GB,16 ,2012-12-06
FlatOut 3 - Chaos Destruction,2,4,65,85,256,2560,450,1114.5,2 GB,2 ,4 GB,4 ,Windows XP 32-bit,Windows 7 32-bit,16 GB,16 ,20 GB,20 ,2011-12-13
Dreadlands,2,4,65,85,448,1024,814,1025.5,2 GB,2 ,4 GB,4 ,Windows Vista 32-bit,Windows 10 64-bit,16 GB,16 ,16 GB,16 ,2020-03-10
Lego DC Super-Villains,3,4,60,80,1024,2560,1001,1362.5,4 GB,4 ,4 GB,4 ,Windows 7 64-bit,Windows 10 64-bit,16 GB,16 ,16 GB,16 ,2018-10-16
Kobold: Chapter 1,4,5,65,65,5120,8192,1876,875.5,16 GB,16 ,32 GB,32 ,Windows 10 64-bit,Windows 10 64-bit,16 GB,16 ,16 GB,16 ,2018-11-14
Pagan Peak VR,4,5,65,65,5120,8192,1876,875.5,16 GB,16 ,32 GB,32 ,Windows 10 64-bit,Windows 10 64-bit,16 GB,16 ,16 GB,16 ,2019-10-30
iRacing,5,10,95,105,2048,13824,1351,1750,16 GB,16 ,32 GB,32 ,Windows 8 64-bit,Windows 10 64-bit,16 GB,16 ,32 GB,32 ,2015-01-12
Modern Warfare 3,2,2.5,65,80,640,320,650,900,2 GB,2 ,3 GB,3 ,Windows XP 32-bit,Windows 7 32-bit,16 GB,16 ,16 GB,16 ,2011-11-08
Grand Theft Auto IV,2,4,65,115,256,512,830,1013,1 GB,1 ,2.5 GB,2.5 ,Windows XP 32-bit,Windows XP 32-bit,16 GB,16 ,16 GB,16 ,2008-12-05
King Arthur 2,2,4,65,100,672,1024,810,925,1.5 GB,1.5 ,2 GB,2 ,Windows XP 32-bit,Windows Vista 32-bit,16 GB,16 ,16 GB,16 ,2012-01-27
Rogue Company,5,6,110,127.5,1024,2048,966,1564,4 GB,4 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,16 GB,16 ,16 GB,16 ,2020-10-01
Observer: System Redux,4,5,71,71,3072,7168,1751,2001,8 GB,8 ,16 GB,16 ,Windows 10 64-bit,Windows 10 64-bit,16 GB,16 ,16 GB,16 ,2020-11-10
State Of Decay 2,5,6,95,104.5,2048,2048,1351,1564,8 GB,8 ,16 GB,16 ,Windows 10 64-bit,Windows 10 64-bit,16 GB,16 ,16 GB,16 ,2018-05-22
State Of Decay 2: Juggernaut Edition,5,6,95,104.5,2048,3072,1351,1688.5,8 GB,8 ,16 GB,16 ,Windows 10 64-bit,Windows 10 64-bit,16 GB,16 ,30 GB,30 ,2020-03-13
Combat Force,5,7,95,65,1024,8192,950,2001,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,16 GB,16 ,16 GB,16 ,2019-12-06
Fear the Wolves,3,6,80,97.5,1536,6144,1425,1626.5,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,16 GB,16 ,16 GB,16 ,2018-08-28
MotoGP 19,6,6,95,93,2560,5120,1501,1876,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,16 GB,16 ,16 GB,16 ,2019-06-06
MotoGP 20,6,6,95,93,2560,5120,1501,1876,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,16 GB,16 ,16 GB,16 ,2020-04-23
New Frontier,5,5,95,74.5,2048,6144,1576.5,1500.5,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,16 GB,16 ,30 GB,30 ,2019-07-25
Planet Zoo,5,5,110,74.5,2048,8192,1576,2001,8 GB,8 ,16 GB,16 ,Windows 7 64-bit,Windows 10 64-bit,16 GB,16 ,16 GB,16 ,2019-11-05
DayZ,5,5,104.5,93,2048,5120,1451,1876,8 GB,8 ,12 GB,12 ,Windows 7 64-bit,Windows 10 64-bit,16 GB,16 ,25 GB,25 ,2018-12-13
Song of Horror,3,6,40,89.5,2560,4096,1376,1751.5,8 GB,8 ,12 GB,12 ,Windows 7 64-bit,Windows 10 64-bit,16 GB,16 ,16 GB,16 ,2019-10-31
Baldurs Gate 3,4,4,104.5,74.5,3072,7168,1501,2001,8 GB,8 ,16 GB,16 ,Windows 10 64-bit,Windows 10 64-bit,150 GB,150 ,150 GB,150 ,2020-10-06
